slug,nombre,ccaa,poblacion,precio_m2,alquiler_medio,roi,var_precio_anual,var_alquiler_anual,dias_mercado,dias_mercado_flag,fuente_precio,fuente_alquiler,fecha_extraccion,trimestre
la-pobla-de-vallbona,La Pobla de Vallbona,C. Valenciana,27471,1620,785,5.8,6.0,8.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
molins-de-rei,Molins de Rei,Cataluña,18752,2700,1140,5.1,5.0,7.5,21,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
ribeira,Ribeira,Galicia,26572,1240,620,6.0,4.5,6.5,26,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
sant-andreu-de-la-barca,Sant Andreu de la Barca,Cataluña,18332,2030,960,5.7,5.0,7.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
quart-de-poblet,Quart de Poblet,C. Valenciana,27112,1640,775,5.7,6.0,8.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
pielagos,Piélagos,Cantabria,10741,1970,895,5.5,5.0,7.0,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
sant-joan-d-alacant,Sant Joan d'Alacant,C. Valenciana,26834,2030,995,5.9,6.0,8.5,21,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
cangas,Cangas,Galicia,23231,1450,730,6.0,4.5,6.5,25,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
novelda,Novelda,C. Valenciana,23188,1150,535,5.6,4.5,6.5,26,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
ciempozuelos,Ciempozuelos,C. de Madrid,12445,1800,890,5.9,6.0,8.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
alboraia,Alboraia,C. Valenciana,26273,2000,960,5.8,6.0,8.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
onda,Onda,C. Valenciana,18680,1140,550,5.8,5.0,7.0,26,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
santa-perpetua-de-mogoda,Santa Perpètua de Mogoda,Cataluña,18124,2300,1095,5.7,5.0,7.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
caravaca-de-la-cruz,Caravaca de la Cruz,R. de Murcia,21824,1060,580,6.6,4.5,6.0,28,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
villanueva-de-la-serena,Villanueva de la Serena,Extremadura,23833,1040,540,6.2,4.0,6.0,30,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
valls,Valls,Cataluña,20206,1600,750,5.6,5.0,7.0,24,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
castellar-del-valles,Castellar del Vallès,Cataluña,15845,2100,920,5.3,5.0,7.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
villarrobledo,Villarrobledo,Castilla-La Mancha,22165,930,495,6.4,4.0,6.0,30,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
galdar,Gáldar,Canarias,21704,1780,730,4.9,4.5,6.5,26,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
mejorada-del-campo,Mejorada del Campo,C. de Madrid,14677,1990,885,5.3,5.5,8.0,21,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
olesa-de-montserrat,Olesa de Montserrat,Cataluña,15797,1920,835,5.2,5.0,7.5,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
almonte,Almonte,Andalucía,16264,1470,710,5.8,5.5,8.0,26,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
galdakao,Galdakao,País Vasco,29646,2320,1115,5.8,4.5,6.5,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
cambre,Cambre,Galicia,14972,1900,840,5.3,5.0,7.0,24,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
el-masnou,El Masnou,Cataluña,24761,3100,1280,5.0,5.5,8.0,21,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
erandio,Erandio,País Vasco,23613,2320,1130,5.8,4.5,6.5,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
tacoronte,Tacoronte,Canarias,19056,1800,790,5.3,5.0,7.0,25,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
icod-de-los-vinos,Icod de los Vinos,Canarias,21364,1700,770,5.4,4.5,6.5,26,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
riba-roja-de-turia,Riba-roja de Túria,C. Valenciana,11236,1640,780,5.7,6.0,8.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
ibi,Ibi,C. Valenciana,21076,1050,575,6.6,4.5,6.5,27,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
los-barrios,Los Barrios,Andalucía,24449,1450,750,6.2,5.5,7.5,24,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
alhama-de-murcia,Alhama de Murcia,R. de Murcia,15318,1060,600,6.8,5.0,7.0,26,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
moguer,Moguer,Andalucía,13371,1360,700,6.2,5.0,7.5,27,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
villanueva-de-la-canada,Villanueva de la Cañada,C. de Madrid,7913,2890,1160,4.8,5.5,8.5,20,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
marin,Marín,Galicia,24731,1340,645,5.8,4.5,6.5,25,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
san-miguel-de-abona,San Miguel de Abona,Canarias,23960,1970,810,4.9,5.0,7.5,24,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
las-gabias,Las Gabias,Andalucía,23584,1520,830,6.6,5.5,8.0,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
san-juan-de-aznalfarache,San Juan de Aznalfarache,Andalucía,21484,1600,820,6.2,6.0,8.0,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
ponteareas,Ponteareas,Galicia,17360,1300,620,5.7,4.5,6.5,26,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
picassent,Picassent,C. Valenciana,15438,1530,755,5.9,6.0,8.5,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
sant-feliu-de-guixols,Sant Feliu de Guíxols,Cataluña,17779,2700,1100,4.9,5.5,7.5,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
amposta,Amposta,Cataluña,15900,1080,520,5.8,4.5,6.5,28,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
almoradi,Almoradí,C. Valenciana,13479,1050,580,6.6,5.0,7.0,26,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
laguna-de-duero,Laguna de Duero,Castilla y León,14234,1500,730,5.8,4.5,6.5,24,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
valle-de-egues,Valle de Egüés,Navarra,19603,2400,1005,5.0,5.0,7.0,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
arroyo-de-la-encomienda,Arroyo de la Encomienda,Castilla y León,1930,1700,800,5.6,5.0,7.0,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
aljaraque,Aljaraque,Andalucía,9587,1550,790,6.1,5.5,7.5,24,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
las-torres-de-cotillas,Las Torres de Cotillas,R. de Murcia,22676,1260,645,6.1,5.0,7.0,25,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
esparreguera,Esparreguera,Cataluña,14501,1830,875,5.7,5.0,7.5,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
guia-de-isora,Guía de Isora,Canarias,12560,2300,960,5.0,5.5,8.0,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
barbate,Barbate,Andalucía,21888,1550,795,6.2,5.5,8.0,24,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
aspe,Aspe,C. Valenciana,16391,1140,580,6.1,4.5,6.5,26,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
maracena,Maracena,Andalucía,14095,1770,865,5.9,5.5,8.0,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
alfafar,Alfafar,C. Valenciana,20302,1630,850,6.3,6.0,8.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
montcada,Montcada,C. Valenciana,22213,1630,785,5.8,6.0,8.5,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
ayamonte,Ayamonte,Andalucía,17566,1400,730,6.3,5.5,8.0,25,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
carcaixent,Carcaixent,C. Valenciana,20397,1060,585,6.6,4.5,6.5,27,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
pucol,Puçol,C. Valenciana,13662,1640,785,5.7,6.0,8.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
tias,Tías,Canarias,10096,2130,915,5.2,5.5,8.0,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
pajara,Pájara,Canarias,5812,2300,1000,5.2,5.5,8.0,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
cartaya,Cartaya,Andalucía,11435,1250,655,6.3,5.5,8.0,26,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
manlleu,Manlleu,Cataluña,17035,1550,670,5.2,4.5,6.5,25,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
burlada,Burlada,Navarra,15366,2130,1030,5.8,5.0,7.0,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
vilassar-de-mar,Vilassar de Mar,Cataluña,14821,3000,1330,5.3,5.5,8.0,21,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
mogan,Mogán,Canarias,10398,2700,1090,4.8,6.0,8.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
algete,Algete,C. de Madrid,12335,2110,955,5.4,5.5,8.0,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
l-alfas-del-pi,L'Alfàs del Pi,C. Valenciana,21080,2300,1010,5.3,6.0,8.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
sant-just-desvern,Sant Just Desvern,Cataluña,13306,3500,1430,4.9,5.0,7.5,20,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
san-martin-de-la-vega,San Martín de la Vega,C. de Madrid,8995,1630,810,6.0,5.5,8.0,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
o-porrino,O Porriño,Galicia,20965,1240,615,6.0,4.5,6.5,25,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
loja,Loja,Andalucía,20032,1070,605,6.8,4.5,6.5,28,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
atarfe,Atarfe,Andalucía,10516,1440,805,6.7,5.5,8.0,24,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
archena,Archena,R. de Murcia,14163,1140,560,5.9,5.0,7.0,26,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
franqueses-del-valles-les,Les Franqueses del Vallès,Cataluña,20881,2100,925,5.3,5.0,7.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
benicassim,Benicàssim,C. Valenciana,20539,2110,1005,5.7,6.0,8.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
humanes-de-madrid,Humanes de Madrid,C. de Madrid,8305,1700,840,5.9,5.5,8.0,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
silla,Silla,C. Valenciana,16165,1660,725,5.2,6.0,8.5,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
la-zubia,La Zubia,Andalucía,20389,1600,810,6.1,5.5,8.0,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
hernani,Hernani,País Vasco,18627,2500,1100,5.3,4.0,6.5,23,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
lalin,Lalín,Galicia,20515,1100,540,5.9,4.0,6.0,28,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
sant-quirze-del-valles,Sant Quirze del Vallès,Cataluña,10342,2520,1000,4.8,5.0,7.5,21,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
a-estrada,A Estrada,Galicia,20112,1150,520,5.4,4.0,6.0,28,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
santa-coloma-de-gramenet,Santa Coloma de Gramenet,Cataluña,123175,2600,1255,5.8,5.6,8.0,21,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
melilla,Melilla,Melilla,59576,1300,700,6.5,4.0,5.0,32,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
valdemoro,Valdemoro,C. de Madrid,21240,2100,950,5.4,6.5,10.0,19,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
ceuta,Ceuta,Ceuta,68796,1440,810,6.8,4.5,6.0,30,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
sant-vicent-del-raspeig,Sant Vicent del Raspeig,C. Valenciana,60247,1740,910,6.3,7.0,10.5,22,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
colmenar-viejo,Colmenar Viejo,C. de Madrid,28328,2480,1005,4.9,6.0,9.5,19,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
vila-real,Vila-real,C. Valenciana,53623,1150,580,6.1,5.5,7.5,25,Estimado,historico,estimado_ratio,2026-07-22,2026Q3
